,0,1
49,2752923489_d3bceebacb,"['<START> رجل وامراه يسيران في شارع <END>', '<START> امراه ورجل يحملان حقائب يسيران علي طول طريق مع اخرين في خلفيه <END>', '<START> اثنين يرتدون ملابس فريده في نزهه تضم مئات من ناس <END>']"
50,3294952558_96bb8c8cf3,"['<START> كلب بني يحمل عصا في فمه <END>', '<START> كلب يقف في ساحه مسيجه في حقل بعصا في فمه <END>', '<START> كلب يركض عبر حقل بعصا في فمه <END>']"
51,3286543624_7a327f79ae,"['<START> سيده تبدو متفاجئه <END>', '<START> امراه في قميص ابيض تقف امام جدار من طوب <END>', '<START> فتاه ترتدي تي شيرت راديو لديها فم مفتوح <END>']"
52,1440024115_129212c988,"['<START> رجل يلعب فريسبي مع كلبه <END>', '<START> رجل مع قرص طائر وكلب في هواء مع قرص طائر في فمه <END>', '<START> كلب صغير يتبع قرص طائر <END>']"
53,111497985_38e9f88856,"['<START> شاب يتسلق تله صخريه <END>', '<START> شخص يلبس قميصا مخططا ويمسك بحبل علي احد جبال <END>', '<START> شخص في قميص مقلم يتسلق جبال <END>']"
54,3512127856_18a4c7aace,"['<START> فتاه صغيره باللون وردي تقف في مدخل اصفر <END>', '<START> فتاه صغيره تقف وحدها في ردهه <END>', '<START> فتاه صغيره ترتدي قميصا ورديا تجتاز باب مفتوح <END>']"
55,3158327361_6f1a518228,"['<START> رجل وامراه يقفان فوق رمال ساخنه <END>', '<START> شخصان يركضان علي رمال علي شاطئ <END>', '<START> شخصان يسيران علي طول شاطئ مع طيور نورس <END>']"
56,3570800810_978c993133,"['<START> يلعب اطفال في ماء <END>', '<START> طفلان يجرفان ثلوج ويذوبان جليد <END>', '<START> طفلين يلعبان بمجارف بلاستيكيه في بركه ثلجيه <END>']"
57,2402793046_3385554e81,"['<START> صبي يتسلق زورق شراعي <END>', '<START> طفل صغير يتسلق حبال معلقه بالقرب من عمود كبير <END>', '<START> صبي يتسلق سلم حبل <END>']"
58,3197791645_601908f26b,"['<START> فتاه ترمي دلوا من ماء علي فتاه اخري <END>', '<START> فتاه ترمي ماء علي اخري في بركه <END>', '<START> تلعب فتيات في حمام سباحه ويرشون بعضهن بالماء <END>']"
59,3523819210_99782628fc,"['<START> رجل يجلس علي كرسي معدني ازرق <END>', '<START> رجل يجلس علي كرسي في شارع بجانب لوحه <END>', '<START> رجل يجلس علي كرسي ازرق خارج لوحات قريبه <END>']"
60,3183875944_b2be694e06,"['<START> كلب بني يعيد عوامه من محيط <END>', '<START> كلب بني يركض في محيط بينما يحمل شيئا برتقاليا في فمه <END>', '<START> كلب يخرج من محيط مع لعبه برتقاليه عائمه في فمه <END>']"
61,3161044966_27bf6f9dec,"['<START> كلب ابيض و بني يقفز علي كرسي جلد بيج <END>', '<START> كلب ابيض واسود ينزلق عن كرسي كريمي كبير حجم <END>', '<START> كلب ابيض صغير يقفز علي كرسي <END>']"
62,3209966887_5b744bd050,"['<START> رجل يرسم شخصيات بقدمهه في شارع <END>', '<START> رجل يرسم شخصيات صينيه <END>', '<START> شخص يرسم احرف صينيه بقدمه <END>']"
63,3535768334_a3924bcccd,"['<START> صبي علي دراجته يرتدي قميصا ازرقا وهو في جو <END>', '<START> يقوم دراج بقفز في حلبه تزلج ومتنزه للدراجات <END>', '<START> شاب يقوم بعمل حيله علي دراجه بالقرب من شاطئ <END>']"
64,3461110860_37ef15af8e,"['<START> رجل في قميص رمادي يقف في شارع مزدحم في ليل <END>', '<START> رجل يقف في حشد يمسك بشيء ابيض <END>', '<START> رجل يرتدي نظاره وقميصا رمادي لون في شارع مزدحم <END>']"
65,2863027424_9c75105660,"['<START> رجل يركب دراجه خضراء في غابه <END>', '<START> رجل يركب دراجه جبليه علي درب غابات <END>', '<START> رجل يركب دراجه عبر درب مشجره <END>']"
66,396763804_3b7f1e12a8,"['<START> كلب ابيض واسود يمر عبر رمال علي شاطئ <END>', '<START> كلب بني مع كفوف بيضاء علي شاطئ <END>', '<START> اثنين من كلاب يلعبان علي شاطئ معا <END>']"
67,3193511842_82549c21fb,"['<START> مشجعه القيت في هواء <END>', '<START> مجموعه من مشجعات ترفعون اثنتين من مشجعات اخرين فوق رؤوسهن <END>', '<START> مشجعات يرتدين ملابس حمراء وسوداء يمسكون بمشجعتين فوق رؤوسهن <END>']"
68,2800990525_a1f8427272,"['<START> رجل يسير في شارع مع نظارات شمسيه فوق راسه <END>', '<START> رجل يستعد لاخذ صوره خارجا بعض مباني <END>', '<START> رجل يقف بجانب علامات للرصيف <END>']"
69,3437034427_6df5e9fbf9,"['<START> فتاه تلعب بمزمار احمر بينما فتاه اخري تحمل غيتارا ورديا <END>', '<START> طفله صغيره تلعب مزمار احمر بينما تلعب فتاه اخري غيتارا ورديا <END>', '<START> فتيات صغيرات يلعبون الات موسيقيه <END>']"
70,2885891981_6b02620ae9,"['<START> صبي في قميص ازرق وخوذه بيضاء يركب دراجه بيضاء <END>', '<START> صبي يرتدي ازرق يركب دراجته في حديقه تزلج <END>', '<START> رجل علي دراجه سوداء وبيضاء <END>']"
71,369186134_5eef374112,"['<START> مجموعه من ثلاثه كلاب تسير في ثلج <END>', '<START> ثلاث كلاب بجانب سياج ازرق في ثلج <END>', '<START> اثنين من كلاب صفراء وكلب صغير يمشي عبر ثلج <END>']"
72,3365602213_dd3287a633,"['<START> طفل يتسلق علي مسار حبل <END>', '<START> فتاه صغيره تتسلق سلم حبل <END>', '<START> فتاه صغيره وصبي يمرون عبر جسر حبل <END>']"
73,3229913073_e7857a5966,"['<START> صبي صغير يرتدي قميصا ازرق يستلقي علي عشب <END>', '<START> صبي يستلقي علي معده علي عشب <END>', '<START> صبي صغير يرقد علي بطنه علي عشب <END>']"
74,2664103423_c539f61016,"['<START> رجل يمتن نفسه ضد سحب طائره ورقيه كبيره <END>', '<START> رجل يحمل مظلته <END>', '<START> رجل يحاول توجيه طائره ورقيه في صحراء <END>']"
75,3240558825_cd859d6230,"['<START> مجموعه من ناس في انتظار ركوب قوارب <END>', '<START> يتم ارساء اربع قوارب في مركز زوار مع ركاب في انتظار صعود اليها <END>', '<START> يتم جمع ناس علي منصه في ماء لحفل <END>']"
76,1680126311_b92a2e8e72,"['<START> صبي يضرب كره قدم بصدره <END>', '<START> طفل يضرب كره قدم بصدره <END>', '<START> صبي هو ركل كره قدم <END>']"
77,2578289278_01516d23a0,"['<START> رجل يجر خيلين مثبتا حصان علي يمينه <END>', '<START> رجل يسقط من حصانه في مضمار سباق <END>', '<START> شخص يجثو بين حصانين <END>']"
78,255741044_1102982213,"['<START> اثنين من كلاب بيضاء والبنيه يقفان بجانب بعضها بعض مع لعب حمراء في افواههم <END>', '<START> كلبان يركضان ضمن عشب بجانب شارع <END>', '<START> كلبان يمدان السنتهما خارجا يركضان فوق تله <END>']"
79,255266148_7ba7df1a88,"['<START> كلب ابيض واسود هو يمشي مع صحن طائر ازرق في فمه <END>', '<START> كلب لديه كره زرقاء في فمه <END>', '<START> كلب كبير يسير في خارج ويحمل لعبه ملونه في فمه <END>']"
80,2890075175_4bd32b201a,"['<START> كلب بني يحمل اطارا في فمه <END>', '<START> كلب بني ذي يرتدي طوقا يمضغ اطار كبير <END>', '<START> يحاول كلب تقاط اطار كبير بفمه <END>']"
81,3044359043_627488ddf0,"['<START> كلب ابيض واسود مع طوق اخضر يقف امام لوحه <END>', '<START> كلب يقفز في بركه سباحه لتنافس في مسابقه سباحه <END>', '<START> كلب ابيض واسود فروي يمر عبر بركه ضحله <END>']"
82,2273799395_5072a5736d,"['<START> مجموعه من ناس يرتدون زحافات <END>', '<START> ناس يتزلجون عبر مدينه في خط واحد <END>', '<START> يتجول عدد قليل من متنزهين في ثلج باستخدام معداتهم <END>']"
83,2934628301_41ea2e6cf9,"['<START> كلب كبير اسود مع طوق احمر يركض في ماء <END>', '<START> كلب اسود في طوق احمر يرش ماء <END>', '<START> كلب اسود مع طوق احمر يسير في ماء <END>']"
84,3319177177_130a72b8ae,"['<START> يقوم صبي بخدعه علي لوحه في حديقه <END>', '<START> رجل يقوم بقفزه علي لوح تزلج في متنزه <END>', '<START> متزلج يقوم بخدعه امام منحدر مع ثلاثه اشخاص في خلفيه <END>']"
85,427936315_0b8f7b8d23,"['<START> كلب بني يطارد االصحن طائر احمر عبر حقل عشبي <END>', '<START> كلب يقفز في هواء للقبض علي صحن طائر <END>', '<START> كلب بني كبير يمر عبر عشب للقبض علي صحن طائر <END>']"
86,443430496_3fea95a07d,"['<START> كلب بني يسبح في ماء عكر <END>', '<START> كلب بني يسبح في ماء عكر <END>', '<START> كلب ذو فرو اصفر يسبح عنق عميق في ماء <END>']"
87,2300229745_af7a20c959,"['<START> كلب ابيض و بني يلعب علي عشب <END>', '<START> كلب ابيض و بني يمر عبر منطقه عشبيه <END>', '<START> كلب يلعب علي عشب اخضر <END>']"
88,3265162450_5b4e3c5f1b,"['<START> ثلاثه كلاب تسير علي تله مغطاه بالثلوج <END>', '<START> ثلاثه كلاب تتسابق في ثلج معا <END>', '<START> ثلاثه كلاب تسير في ثلج <END>']"
89,1874617189_e85d3f4326,"['<START> ثلالثه يجلسون بالماء <END>', '<START> ينحني ثلاثه اطفال للنظر الي حافه مياه في بحيره <END>', '<START> ثلاثه اشخاص يجلسون علي حافه بحيره <END>']"
90,3532782283_341f0381a3,"['<START> ثلاثه اشخاص يواجهون جبال <END>', '<START> ثلاثه اشخاص ينظرون نحو جبال <END>', '<START> ثلاثه اشخاص يقفون في اتجاه بعض جبال <END>']"
91,3396251819_1efa69310f,"['<START> رجل يحمل نظارات شمسيه حمراء يحمل كاميرتين <END>', '<START> شخص يقف مرتديا نظارات شمسيه قارب واثنين من كاميرات <END>', '<START> امراه ترتدي ستره رماديه ونظارات شمسيه ورديه لون <END>']"
92,1387443857_602ab6f9bf,"['<START> رجل مسن يجلس علي مقعد حجري <END>', '<START> رجل عجوز يجلس <END>', '<START> رجلان قديمان يجلسان علي منصه <END>']"
93,345785626_9fa59f38ce,"['<START> رجل وحيد يجلس علي حافه تطل علي شاطئ <END>', '<START> رجل يجلس علي تله تطل علي محيط <END>', '<START> رجل يجلس علي حصي بمحيط <END>']"
94,2100735137_05c6079537,"['<START> صبي صغير يقفز علي لعبه من هواء <END>', '<START> طفل صغير يقفز علي لعبه ملونه في شارع <END>', '<START> فتاه صغيره تلعب علي لعبه ملونه في خارج <END>']"
95,3631810528_7233c0f421,"['<START> رجل يجلس بجانب امراه في حافله <END>', '<START> شخصان يجلسان علي ترام اثناء ليل <END>', '<START> شخصان يجلسان في حافله في ليل <END>']"
96,539801139_7258ee437f,"['<START> رجل يحمل يد طفل يقف في ماء <END>', '<START> يلعب طفل صغير في ماء بينما يحمل شخص بالغ ذراعيه <END>', '<START> يلعب صبي في نافوره بينما يحمل رجل يديه <END>']"
97,465994762_1760e83c5d,"['<START> كلب بني يقفز فوق سلسله <END>', '<START> كلب يقفز فوق سلسله <END>', '<START> كلب يقفز فوق سلسله <END>']"
98,2190137367_746335f707,"['<START> رجل يلعب مع كلب صغير <END>', '<START> رجل يلعب مع كلب صغير مع لعبه فخمه <END>', '<START> رجل يلعب مع كلب صغير <END>']"
99,3618504267_d7eaa495d0,"['<START> رجل وامراه يمشيان مع كلابهم صغيره في هواء طلق <END>', '<START> رجل يشجع كلب ابيض صغير للوقوف علي رجليه خلفيتين في عرض كلب <END>', '<START> في عرض كلب في هواء طلق يقفز كلب صغير جدا علي رجل كبير سن <END>']"
100,2736508369_fd9ff0b42f,"['<START> ينزلق لاعب بيسبول باتجاه قاعده <END>', '<START> رجل يرتدي زيا رماديا ينزلق في قاعده <END>', '<START> ثلاثه رجال يلعبون لعبه بيسبول <END>']"
101,427557693_1108566fd2,"['<START> شخصان بالغان يسيران في شارع في منطقه ضواحي <END>', '<START> شخصان يسيران عبر احد شوارع <END>', '<START> شخصان يسيران في احد شوارع مع اشجار قاحله <END>']"
102,2874876837_80d178ba9b,"['<START> صبي يرتد علي نطاطه <END>', '<START> صبي يقفز علي نطاطه <END>', '<START> صبي يقفز علي نطاطه <END>']"
103,1731546544_9fbf14617b,"['<START> كلب اسود يقفز من خلال بعض ماء <END>', '<START> كلب اسود يقفز من ماء <END>', '<START> كلب اسود يمر عبر ماء <END>']"
104,3091580843_178042c50b,"['<START> رجل يرتدي ستره سوداء يمشي في سوق اسيويه <END>', '<START> رجل يمشي في احد شوارع <END>', '<START> رجل يمشي علي رصيف ومعه لافته <END>']"
105,2642688531_8fb68b2147,"['<START> يجلس طفل صغير داخل نفق اصفر في ملعب <END>', '<START> صبي صغير يلعب في نفق اصفر في ملعب <END>', '<START> صبي صغير في نفق اصفر يرتدي قميصا اصفر <END>']"
106,470887781_faae5dae83,"['<START> حشد في مسيره <END>', '<START> تجمع مجموعه من ناس لمشاهده رجل يتكلم من منصه حول اباده جماعيه للارمن <END>', '<START> يجتمع ناس لسماع خطاب يتعلق بالاباده جماعيه للارمن <END>']"
107,2420696992_22e0dd467d,"['<START> صبي صغير يرتدي قميصا برتقاليا يركب سياره لعبه زرقاء وبيضاء <END>', '<START> طفل صغير علي لعبه زرقاء يرتدي قميصا برتقاليا <END>', '<START> صبي يركب شاحنه لعبه <END>']"
108,3005126574_49c28ffbee,"['<START> رجل اسود يرتدي قميصا بني لون وقلاده <END>', '<START> رجل ذو بشره سوداء وشعر قصير يلبس قلاده وقميصا رمادي لون <END>', '<START> رجل من تراث افريقي يرتدي قميصا رماديا وسلسله عنق فضيه <END>']"
109,1164131282_b30926f332,"['<START> اثنين من كلاب يتصارعان مع بعضها بعض <END>', '<START> يركض كلبان علي طول حقل عشبي بينما يعض احدهما اخر <END>', '<START> كلاب تتصارع في حقل <END>']"
110,2170187328_65c2f11891,"['<START> صبي يقوم بالقفز في بركه بينما تراقب فتاه <END>', '<START> صبي يقفز الي بركه بينما تراقب فتاه <END>', '<START> هناك طفل يقفز من لوحه غوص في بركه <END>']"
111,1468389504_c724bdcad0,"['<START> تلعب فتاتان باللون وردي علي قضبان ملعب صفراء <END>', '<START> فتاتين في صاله العاب ادغال <END>', '<START> فتاتان صغيرتان في ملعب <END>']"
112,3115901702_f07aa0ef74,"['<START> امراه تمشي وهي تنظر الي هاتفها محمول وينظر اليها اخرون <END>', '<START> عده سيدات يتحدثن معا <END>', '<START> ثلاث فتيات يسرن معا ويتحدثن <END>']"
113,3459871361_92d1ecda36,"['<START> سائق دراجه يقفز علي منحدر مغطي بالكتابات <END>', '<START> رجل يركب دراجته خارج منحدر <END>', '<START> متزلج يقفز علي منحدر يغطي علي جدران <END>']"
114,1022454332_6af2c1449a,"['<START> طفل وامراه علي حافه مياه في مدينه كبيره <END>', '<START> صبي صغير علي بحيره يراقب بطه <END>', '<START> شخصان علي حافه بحيره <END>']"
115,127450902_533ceeddfc,"['<START> اربعه اشخاص يسيرون في ثلج <END>', '<START> اربعه اشخاص يسيرون عبر ثلج سميك اثناء غروب شمس <END>', '<START> شمس تقترب من جبال ثلجيه <END>']"
116,3608752424_01a1cfd8a6,"['<START> هناك كلبان يمران ببركه صغيره <END>', '<START> كلبان يمران عبر مياه بالقرب من اشجار <END>', '<START> كلاب يقفان في بحيره <END>']"
117,2290330500_e7bdaa58e1,"['<START> امراه تلعب كره طائره <END>', '<START> فتاه صغيره تلعب كره طائره في حقل عشبي <END>', '<START> فتاه تضرب كره طائره <END>']"
118,309049466_1d7e7d5fc2,"['<START> كلب مع صحن طائر في فمه يمر عبر ثلج <END>', '<START> كلب مع صحن طائر في ثلج <END>', '<START> كلب برتقالي جلب صحن طائر في ثلج <END>']"
119,3367053761_8ec5834bf3,"['<START> يجلس ناس علي مقاعد في مكتبه <END>', '<START> شخص يجلس علي مقعد في مكتبه <END>', '<START> شخصان يجلسان علي مقاعد قرب نوافذ في مكتبه <END>']"
120,2943334864_6bab479a3e,"['<START> رجل يجلس علي دراجه ناريه مع غروب شمس مباشره وراءه <END>', '<START> رجل علي دراجه ويجلس امام غروب شمس <END>', '<START> جلس رجل علي دراجه ترابيه بينما تغرب شمس عن بعد <END>']"
121,2203615439_3c7cdc39dc,"['<START> رجل يرتدي دنيم يمشي في شارع مغطي بالثلج بجوار مبان من طوب احمر <END>', '<START> رجل يسير في شارع ثلجي بجوار مبني من طوب <END>', '<START> رجل يمشي بجانب بناء علي طريق واضح من ثلج <END>']"
