,0,1
76,3524436870_7670df68e8,"['<START> كلب بني يلعب بالفقاعات <END>', '<START> كلب بني يسير عبر مرج بينما تطفو فقاعات <END>', '<START> كلب بني غامق ينظر الي فقاعات بينما يمشي علي عشب اخضر <END>']"
77,2081446176_f97dc76951,"['<START> رجل مع وشاح ومزلجه تزحلق <END>', '<START> رجل يرتدي قبعه بيضاء ووشاح <END>', '<START> رجل يرتدي وشاح وقبعه محبوكه يبتسم <END>']"
78,2265367960_7928c5642f,"['<START> صبي يجلس مبتسما للصوره <END>', '<START> طفل يحمل بعض احذيه <END>', '<START> صبي صغير يبتسم ويحمل صنادل <END>']"
79,460350019_af60511a3b,"['<START> كلب اسود وامراه في قميص احمر لعب لعبه شد حبل <END>', '<START> كلب يجذب علي طرف واحد من حبل وفتاه يسحب علي اخر <END>', '<START> امراه تلعب لعبه شد حبل مع كلبها اسود في مشهد بني محاط بالاشجار <END>']"
80,2976946039_fb9147908d,"['<START> مجموعه من ناس يركبون موجه كبيره جدا <END>', '<START> مجموعه من راكبي امواج يبحرون علي موجه <END>', '<START> عديد من ناس يبحرون علي موجه في بحر <END>']"
81,2308108566_2cba6bca53,"['<START> رجل يركب دراجه علي طريق ترابي <END>', '<START> شخص يركب دراجه عبر غابه <END>', '<START> شخص يركب دراجه ترابيه اسفل تله ترابيه <END>']"
82,3367758711_a8c09607ac,"['<START> هناك امراتان تعبران شارع امام حافلتين <END>', '<START> امراتان تمشيان امام حافله لعبور طريق <END>', '<START> امراتان تمشيان في شارع امام حافلتين <END>']"
83,3666056567_661e25f54c,"['<START> تسير مجموعه من ناس في شارع مدينه ليلا <END>', '<START> اربعه اشخاص يسيرون علي رصيف <END>', '<START> اربعه اشخاص يسيرون علي رصيف في ليل <END>']"
84,3099264059_21653e2536,"['<START> يقوم متزحلق علي جليد بقفزه بارتفاع مبني <END>', '<START> يقفز متزحلق علي جليد فوق كومه من ثلج <END>', '<START> يقوم متزحلق علي جليد بعمل حيله جريئه في هواء ليلا <END>']"
85,2988439935_7cea05bc48,"['<START> رجل يرتدي زي احمر يلعب في لعبه كره قدم <END>', '<START> رجل يرتدي زي احمر يركض نحو كره قدم في احد حقول <END>', '<START> لاعب كره قدم يرتدي زي احمر يركض وراء كره قدم <END>']"
86,241345864_138471c9ea,"['<START> امراه مشجعه تجلس علي ركبه رجل مشجع <END>', '<START> مشجعين ياخذون استراحه <END>', '<START> اثنين من مصفقين يشاهدون لعبه كره قدم <END>']"
87,3019199755_a984bc21b1,"['<START> رجل داخل سياره سباق حمراء يعطي اشاره رائعه <END>', '<START> رجل يبتسم وهو جالس داخل سياره سباق حمراء <END>', '<START> سائق سياره سباق يبتسم ويعطي ايماء ابهام قبل سباق <END>']"
88,3201594926_cd2009eb13,"['<START> امراه شابه راقيه في شارع مع امراه في كيمونو تسير خلفها <END>', '<START> امراه تمشي مع محفظتها كبيره <END>', '<START> مراه تمشي في شارع <END>']"
89,2540751930_d71c7f5622,"['<START> يسير مشاه علي رصيف مشاه بجوار حقل عشبي مشجر <END>', '<START> ناس يسيرون حول منطقه حديقه <END>', '<START> ناس يتجولون في منطقه عشبيه مع اشجار <END>']"
90,1475046848_831245fc64,"['<START> امراه شابه ذات شورت ازرق تمشي علي شاطئ وتحمل حذائها <END>', '<START> امراه سمراء مع شورت ازرق يمشي علي طول شاطئ يحمل حذاء في يد واحده <END>', '<START> امراه تحمل حذائها علي شاطئ <END>']"
91,2877637572_641cd29901,"['<START> جرو يجري عبر عشب مع لعبه صفراء في فمه <END>', '<START> كلب اسمر يركض عبر عشب مع لعبه صفراء في فمه <END>', '<START> كلب اسمر ذو طوق احمر يركض مع لعبه صفراء في فمه <END>']"
92,1308472581_9961782889,"['<START> فتاه ضاحكه تحمل دلوا في محيط <END>', '<START> فتاه صغيره تلعب تحت منصه مع دلو ازرق <END>', '<START> فتاه مع دلو ازرق تحت منصه <END>']"
93,2282260240_55387258de,"['<START> فتاه صغيره ترقص في غرفه بها بالونات علي ارض <END>', '<START> فتاه صغيره ترقص في جواربها علي ارضيه خشبيه تتناثر فيها بالونات ورديه <END>', '<START> فتاه شقراء ترقص داخل منزل <END>']"
94,2363419943_717e6b119d,"['<START> سيده وطفله صغيره يمسكون بايديهم ويسيرون علي رصيف <END>', '<START> تجري ام والطفل يدا بيد عبر حي صيني في مدينه امريكيه <END>', '<START> امراه وطفل يسيران في احد شوارع <END>']"
95,392976422_c8d0514bc3,"['<START> صبي في قميص ازرق يسير علي طول جدار اسمر والازرق <END>', '<START> طفل في قميص مخطط يمشي علي طول جدار <END>', '<START> صبي في تي شيرت مخطط يمشي علي طول حافه <END>']"
96,103205630_682ca7285b,"['<START> يتم وضع خيمه علي جليد <END>', '<START> رجلان يقفان علي جليد يبحثان في شيء مغطي بقماش ازرق <END>', '<START> شخصان يقفان خارج هيكل خيمه زرقاء علي سطح ثلجي <END>']"
97,1347519824_e402241e4f,"['<START> بعض شباب يلتقطون صور لبعضهم بعض اثناء وجودهم في نيويورك <END>', '<START> ثلاث نساء مع قبعات تمثال حريه <END>', '<START> تقطت امراتان ترتديان قبعات حريه صورتهما في مترو <END>']"
98,584484388_0eeb36d03d,"['<START> اثنين من كلاب بنيه يلعبان بكره حمراء <END>', '<START> اثنين من كلاب بنيه يتقاتلان علي كره حمراء اثناء لعب في عشب <END>', '<START> اثنين من كلاب بنيه يركضان فوق عشب ويحملان لعبه حمراء <END>']"
99,2460823604_7f6f786b1c,"['<START> صبي يطارد كره بيسبول <END>', '<START> يرمي صبي صغير يلعب بيسبول كره علي ارض <END>', '<START> صبي صغير يقفز للقبض علي كره خلال لعبه بيسبول <END>']"
100,121800200_bef08fae5f,"['<START> تسلق مجموعه من متسلقي صخور جدارا صخريا في احدي غابات <END>', '<START> يتسلق عديد من ناس جبل محاط باشجار خضراء جميله <END>', '<START> ناس تحاول تسلق صخره <END>']"
101,2422302286_385725e3cf,"['<START> طفل يجلس في سياره لعبه بلاستيكيه <END>', '<START> طفل صغير في سياره لعبه <END>', '<START> هناك طفل في سياره لعبه حمراء وصفراء <END>']"
102,3183883750_b6acc40397,"['<START> طفلان يبتسمان ويحملان بطاقه <END>', '<START> شخصان يبتسمان امام كاميرا بينما يحملان لافته <END>', '<START> فتاتان في سن مراهقه تحملان بطاقه و هما تبتسمان <END>']"
103,3091912922_0d6ebc8f6a,"['<START> كلب يدير لعبه صفراء في فمه <END>', '<START> كلب اسمر يمر عبر عشب مع لعبه في فمه <END>', '<START> كلب بني يركض عبر عشب مع لعبه صفراء في فمه <END>']"
104,2787868417_810985234d,"['<START> فتاه شقراء في ثوب سباحه وردي تركض من خلال رشاشات <END>', '<START> فتاه تمر عبر مرشات علي عشب <END>', '<START> فتاه صغيره ترتدي ثوبا ورديا تجري عبر عشب <END>']"
105,3670075789_92ea9a183a,"['<START> ينزلق طفل في بركه صغيره <END>', '<START> فتاه في حمام سباحه للاطفال <END>', '<START> فتاه ترش ماء في مسبح <END>']"
106,3329169877_175cb16845,"['<START> متزلج وحيد يرتدي ستره بيضاء يقفز في هواء علي جبال ثلجيه <END>', '<START> يطير احد متزلجين عبر هواء امام اشجار خاليه من اوراق <END>', '<START> احد متزلجين يحصل علي بعض هواء <END>']"
107,751074141_feafc7b16c,"['<START> صبي يجري سحبه علي مجرفه <END>', '<START> يجلس صبي صغير يرتدي ملابس حمراء لون علي مجرفه <END>', '<START> صبي صغير يبتسم ويركب في مجرفه <END>']"
108,3445428367_25bafffe75,"['<START> يقف شخص علي حافه من طوب لالتقاط صوره لشيء ما في مسافه <END>', '<START> امراه تاخذ صوره <END>', '<START> امراه ذات شعر طويل توجه كاميرتها نحو سماء بينما تقف علي جدار من طوب <END>']"
109,3542418447_7c337360d6,"['<START> كلب اسود وكلب بني مع لعبه كره قدم صفراء علي حقل عشبي <END>', '<START> كلب بني وكلب اسود يلعبان مع كره قدم صفراء <END>', '<START> اثنين من كلاب تلعب في حديقه مع لعبه بلاستيكيه في صوره مشوهه <END>']"
110,2730819220_b58af1119a,"['<START> فتاه صغيره تنتهي في جزء سفلي من زحليقه <END>', '<START> فتاه صغيره تهبط الي قاع زحليقه <END>', '<START> فتاه صغيره تصل الي اسفل زحليقه <END>']"
111,3543378438_47e2712486,"['<START> رجل يرتدي ستره خضراء يلعب بيانو بينما تغني امراه <END>', '<START> رجل يجلس امام قيثاره وتستعد امراه للغناء <END>', '<START> شخص يلعب بيانو مع مغني في مكان قريب <END>']"
112,2335619125_2e2034f2c3,"['<START> كلب اسود كبير يفرز اسنانه اثناء جري عبر ثلج <END>', '<START> كلب اسود يمر عبر ثلج <END>', '<START> كلب اسود يمتد من خلال ثلج <END>']"
113,3520199925_ca18d0f41e,"['<START> امراه بشعر مجعد تلعب كمان <END>', '<START> امراه تلعب بالكمان بينما تحيط بها جدران وصور شفافه <END>', '<START> امراه تلعب بالكمان مع ملصقات في خلفيه <END>']"
114,3374722123_6fe6fef449,"['<START> امراه مسنه ترتدي قميصا مخططا بالوردي <END>', '<START> امراه مسنه في قميص مقلم وردي <END>', '<START> امراه مسنه مع قميص مقلم تفرك ذقنها <END>']"
115,3280672302_2967177653,"['<START> صبي يحمل مراهقا علي ظهره <END>', '<START> صبي يكافح من اجل حمل فتاه علي ظهره <END>', '<START> صبي يحمل صبي اخر <END>']"
116,3073579130_7c95d16a7f,"['<START> رجل مع غطاء راس <END>', '<START> رجل يرتدي وشاحا عربيا مع رجل اخر في خلفيه <END>', '<START> رجل ابيض في عمامه <END>']"
117,99679241_adc853a5c0,"['<START> طائر رمادي يقف بشكل مهيب علي شاطئ بينما تتدحرج امواج <END>', '<START> طائر طويل يقف علي رمال بجانب محيط <END>', '<START> طائر مائي يقف علي حافه محيط <END>']"
118,3759492488_592cd78ed1,"['<START> طفل في قميص اخضر يلعب في حديقه <END>', '<START> طفل صغير يتارجح علي عمود في ملعب <END>', '<START> صبي يتارجح علي عمود علي شاطئ <END>']"
